Emp_ID,Name,Sex,DOB,Age,Join_Date,Tenure,Gross_Pay,Net_Pay,Deductions,Deduction_perc,Role,Dept
9941,'Mariano Howell',M,10/03/1988,32,27/02/2014,76,141872.5,115780,26092.5,18.39,'Contract/Billing Analyst.Senior Lead.','Finance - Customer Revenue Operations GA'
15743,'Chuck Kaufman',M,17/08/1989,30,04/04/2016,51,294148.75,195822.5,98326.25,33.43,'System Operations Engineer.Senior II Lead.','Security Engineering'
15570,'Joseph Sharp',M,21/07/1988,31,04/02/2016,53,288833.75,233055,55778.75,19.31,'Data Scientist.Senior.','Marketing Data Analytics'
17863,'Zackary Mora',M,01/02/1986,34,24/04/2017,38,385561.25,216968.75,168592.5,43.73,'Software Development Engineer in Test.Principal.','Media Experience SQA'
8857,'Abram Mckenzie',M,13/02/1983,37,04/07/2013,84,141006.25,41798.75,99207.5,70.36,'Commissions Analyst.Senior.','Finance - Commissions  Marketing'
11046,'Alphonso Andrews',M,11/10/1989,30,01/09/2014,70,192938.75,123211.25,69727.5,36.14,'Technical Project Manager II..','APJ PS - SA/IN'
11835,'Lester Becker',M,01/06/1984,36,12/01/2015,66,418150,260485,157665,37.71,'Software Development Engineer in Test.Principal Lead.','Media Experience SQA'
19605,'Kelley Sherman',M,07/09/1988,31,07/12/2017,31,152300,126773.75,25526.25,16.76,'Systems Administrator..Windows','Enterprise Infrastructure Services'
7235,'Wesley Blackburn',M,06/05/1985,35,25/06/2012,96,201040,177180,23860,11.87,'Order Management Supervisor..','Finance - Customer Revenue Operations GA'
15572,'Kenton Freeman',M,03/10/1980,39,08/02/2016,53,338757.5,223285,115472.5,34.09,'Software Development Engineer in Test.Senior II.','Dynamic Media SQA'
6334,'Tristan Davila',M,10/05/1982,38,01/08/2011,107,294968.75,196025,98943.75,33.54,'Manager..Product Operations','IT Product Management  Ops'
4158,'Thelma Underwood',F,19/11/1978,41,03/03/2008,148,254925,198128,56797,22.28,'Manager..Technical Support','AmaTec - Mgmt'
4004,'Edison Miranda',M,21/12/1984,35,22/10/2007,152,143005,123332.5,19672.5,13.76,'Business Operations Analyst II..','IT Business Process Improvement  Change Mgmt'
6595,'Lou Escobar',M,15/07/1985,35,05/12/2011,103,330607.5,193996.25,136611.25,41.32,'Solutions Architect.Senior II.','Service Delivery Americas Web'
3041,'Edmundo Navarro',M,03/01/1974,46,23/01/2006,173,1178203.75,209188.75,969015,82.25,'Vice President..Platform Delivery','Networks - Planning'
17941,'Kermit Richard',M,15/07/1988,32,04/05/2017,38,322235,209967.5,112267.5,34.84,'Software Engineer.Senior II.','Developer Productivity'
14681,'Jeanne Waters',F,17/05/1993,27,20/07/2015,59,86779,74577,12202,14.06,'Order Analyst II..','Finance - Customer Revenue Operations GA'
11686,'Alfredo Reese',M,08/04/1984,36,18/12/2014,66,126181.25,83691.25,42490,33.67,'Billing Specialist.Senior.','Finance - Customer Revenue Operations GA'
14824,'Mario Fernandez',M,20/04/1986,34,13/08/2015,59,254975,198077.5,56897.5,22.31,'Program Manager.Senior.Technical','CIO Management'
11122,'Sanford Gaines',M,24/02/1986,34,11/09/2014,70,290496.25,173351.25,117145,40.33,'Solutions Architect.Senior.','Service Delivery Americas Web'
20889,'Andreas Caldwell',M,21/06/1990,30,27/09/2018,21,219465,105285,114180,52.03,'Software Development Engineer in Test.Senior.','Media Services Engineering'
22399,'Rene Melendez',M,22/08/1990,29,29/08/2019,10,239250,153470,85780,35.85,'Software Engineer.Senior.','Corporate Systems'
20648,'Orville Mccoy',M,04/04/1984,36,06/08/2018,23,549015,293275,255740,46.58,'Relationship Manager.Senior.','Web Americas Inside Sales East'
19085,'Darnell Johnston',M,15/03/1988,32,28/09/2017,33,301926.25,200272.5,101653.75,33.67,'Software Development Engineer in Test.Senior II.','DPM Engineering'
8277,'Luke Meyer',M,24/07/1980,39,18/03/2013,87,158502.5,101977.5,56525,35.66,'Graphic Designer II..','Learning  Development'
8613,'Rodolfo Guzman',M,17/05/1983,37,23/05/2013,85,264760,178631.25,86128.75,32.53,'Software Engineer.Senior II Lead.','Enterprise Applications'
15384,'Rudolf Short',M,06/06/1991,29,30/11/2015,55,165045,144393.75,20651.25,12.51,'Software Development Engineer in Test.Senior.','Dynamic Media SQA'
22446,'Trinidad Meza',M,15/11/1989,30,09/09/2019,10,239325,185046.25,54278.75,22.68,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
8654,'Jonathon Moreno',M,20/05/1985,35,03/06/2013,85,286146.25,186900,99246.25,34.68,'Software Engineer.Senior II Lead.','Enterprise Applications'
17019,'Rick Cortez',M,22/07/1987,32,08/12/2016,43,123242.5,107780,15462.5,12.55,'Client Service Manager..','Americas- AMG'
4773,'Reed Oliver',M,07/06/1979,41,27/07/2009,131,450492.5,322970,127522.5,28.31,'Manager.Senior.Q/A Engineering','IT DevOps'
15504,'Olin Glover',M,01/06/1989,31,07/01/2016,54,197977.5,160748.75,37228.75,18.8,'Software Engineer.Senior.','Enterprise Applications'
6294,'Bernie Greene',M,25/09/1989,30,11/07/2011,108,238885,162670,76215,31.9,'Systems Support Engineer.Senior II Lead.','Media Reliability Engineering'
15482,'Miles Colon',M,26/04/1985,35,28/12/2015,54,176840,143938.75,32901.25,18.61,'Partner Services Manager.Senior.','Americas- AMG'
6285,'Wendell Forbes',M,30/12/1987,32,11/07/2011,108,334035,177097.5,156937.5,46.98,'Software Engineer.Senior II Lead.','Enterprise Applications'
15715,'Casey Mclaughlin',M,30/07/1986,33,28/03/2016,51,182032.5,145200,36832.5,20.23,'Lead..Account Management','Americas- AMG'
21379,'Hung Crosby',M,25/04/1983,37,10/01/2019,18,322093.75,246416.25,75677.5,23.5,'Manager..Technical Support','AmaTec - Mgmt'
15649,'Darcy Estes',F,09/05/1990,30,07/03/2016,52,129166,111907,17259,13.36,'Solutions Architect II..','GSS EPIC Product Evaluation'
7379,'Jerrold Kennedy',M,03/09/1984,35,30/07/2012,95,327421.25,227301.25,100120,30.58,'Software Engineer.Senior II Lead.','Corporate Systems'
11673,'Celina Larsen',F,01/10/1988,31,09/09/2019,10,179083,148286,30797,17.2,'Program Manager II..','GSS Global Programs'
7418,'Domingo Pruitt',M,26/11/1986,33,06/08/2012,95,264060,203317.5,60742.5,23,'Manager..Network Infrastructure','Networks - APJ Infrastructure'
3273,'Sammie Serrano',M,25/12/1982,37,31/07/2006,167,624097.5,291271.25,332826.25,53.33,'Manager.Senior.Performance Engineering','Product - Custom'
14299,'Elvin Shepard',M,06/07/1989,31,25/05/2015,61,212892.5,157038.75,55853.75,26.24,'Product Operations Analyst.Senior.','Web Strategy'
19915,'Corey Hill',M,12/10/1987,32,26/02/2018,28,201226.25,162915,38311.25,19.04,'System Operations Engineer.Senior.','Media Experience SQA'
8881,'Bessie Summers',F,07/09/1978,41,07/11/2013,80,106725,90046,16679,15.63,'Office Manager..','Global Real Estate and Workplace Productivity'
11026,'Terrell Rush',M,03/04/1988,32,25/08/2014,70,184996.25,141482.5,43513.75,23.52,'Network Infrastructure Engineer II..','Networks - EMEA Infrastructure'
10972,'Hugh Frye',M,20/01/1985,35,18/08/2014,70,170290,139663.75,30626.25,17.98,'Marketing Automation Specialist.Senior.','Marketing - Operations'
7268,'Sidney Mcclure',M,27/08/1987,32,02/07/2012,96,291225,172671.25,118553.75,40.71,'Systems Support Engineer.Senior II Lead.','IT DevOps'
10786,'Alejandro Cantrell',M,04/06/1984,36,17/07/2014,71,1177052.5,826012.5,351040,29.82,'Relationship Manager.Senior.','Web Americas Inside Sales East'
17179,'Jackson Arnold',M,03/12/1989,30,16/01/2017,41,240053.75,150527.5,89526.25,37.29,'Software Engineer.Senior.','Media Delivery Product Engineering'
16513,'Jerry Frey',F,06/03/1986,34,01/08/2016,47,172987,137660,35327,20.42,'Deal Desk Analyst.Senior.','Finance - Customer Revenue Operations SM'
14318,'Eva Fletcher',F,14/07/1985,35,25/05/2015,61,294719,184812,109907,37.29,'Software Engineer.Senior II Lead.','Enterprise Applications'
20977,'Dino Curry',M,20/10/1989,30,15/10/2018,21,142642.5,94208.75,48433.75,33.95,'Financial Analyst II..','Web Division Finance'
20349,'Eldridge Howard',M,01/04/1979,41,07/06/2018,25,595235,280720,314515,52.84,'Software Engineer.Principal.','Enterprise Access Engineering'
7446,'Malik Drake',M,08/03/1984,36,09/08/2012,95,295338.75,180168.75,115170,39,Manager..Finance,'Financial Planning and Analysis'
17415,'Len Bennett',M,15/10/1976,43,02/03/2017,40,667033.75,309931.25,357102.5,53.54,'Software Engineer.Principal.','Enterprise Access Engineering'
8997,'Doyle Lewis',M,07/09/1986,33,05/08/2013,83,327168.75,179073.75,148095,45.27,'Relationship Manager II..','Media AMER Sales ECG'
11931,'Mel Jones',M,24/06/1988,32,29/01/2015,65,265650,173582.5,92067.5,34.66,'Shift Manager..Platform Operations','Platform Operations'
6404,'Raul Sellers',M,02/11/1982,37,05/09/2011,106,210496.25,172540,37956.25,18.03,'Business Systems Analyst.Senior.','GSS EPIC Engineering (HC COGS)'
4421,'Jean Pham',M,30/12/1975,44,21/07/2008,143,554047.5,371182.5,182865,33.01,'Director..Technical Support','AmaTec - Mgmt'
6125,'Sherman Barton',M,09/08/1982,37,02/05/2011,110,232147.5,149623.75,82523.75,35.55,'Manager..Contract Management','Finance - Customer Revenue Operations GA'
4778,'Blake Choi',M,07/09/1978,41,04/05/2009,134,231250,164043.75,67206.25,29.06,'Manager..Booking Operations','Financial Planning and Analysis'
14882,'Peter Grimes',M,02/10/1987,32,01/02/2018,29,390341.25,248610,141731.25,36.31,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
5690,'Otis Leonard',M,25/09/1987,32,23/08/2010,118,179505,123713.75,55791.25,31.08,'Marketing Program Specialist.Senior.','Web Americas Field Marketing'
5134,'Williams Kaiser',M,12/07/1980,40,25/01/2010,125,466492.5,307786.25,158706.25,34.02,'Manager..Technical Support','AmaTec - Mgmt'
5179,'Merle Fritz',M,11/10/1986,33,15/02/2010,125,330965,192822.5,138142.5,41.74,'Software Engineer.Senior II Lead.','Media Analytics'
15478,'Morton Velasquez',M,25/05/1987,33,28/12/2015,54,140083.75,130396.25,9687.5,6.92,'Infrastructure Delivery Manager..','Networks - EMEA Infrastructure'
22010,'Quintin Malone',M,06/05/1979,41,13/06/2019,13,349008.75,229312.5,119696.25,34.3,'Manager.Senior.IT Help Desk Services','Enterprise Infrastructure Services'
17716,'Al Hawkins',M,05/04/1973,47,30/03/2017,39,327397.5,204751.25,122646.25,37.46,'Manager..System Operations','Media Reliability Engineering'
7002,'Dusty Brooks',M,03/01/1981,39,19/04/2012,98,115217.5,105258.75,9958.75,8.64,'Logistics Specialist.Senior.','Networks - EMEA Infrastructure'
4070,'Tanisha Villegas',F,17/12/1977,42,27/12/2007,150,134700,107206,27494,20.41,'Collections Supervisor..','Finance - Customer Revenue Operations GA'
17751,'Teri Eaton',F,25/06/1988,32,06/04/2017,39,268561,153442,115119,42.87,'Software Engineer.Senior II Lead.','Enterprise Applications'
17184,'Alan Clark',M,06/01/1982,38,19/01/2017,41,338873.75,247931.25,90942.5,26.84,'Manager..Software Development Engineer in Test','Web Performance Engineering'
19843,'Rodney Frank',M,22/05/1986,34,05/02/2018,29,226025,147377.5,78647.5,34.8,'Business Systems Analyst.Senior.','Corporate Systems'
10919,'Dexter Vaughan',M,20/03/1978,42,11/08/2014,71,319318.75,234863.75,84455,26.45,'Software Development Engineer in Test.Principal.','Dynamic Media SQA'
14723,'Wendell Benson',M,24/05/1978,42,27/07/2015,59,571050,389213.75,181836.25,31.84,Manager.Senior.Engineering,'Enterprise Security'
20427,'Solomon Glass',M,10/05/1988,32,25/06/2018,24,330522.5,252243.75,78278.75,23.68,'Site Reliability Engineer.Senior II.','Security Engineering'
7309,'Dario Lang',M,22/12/1990,29,16/07/2012,95,302498.75,185683.75,116815,38.62,'Product Support Engineer.Senior.','Media Reliability Engineering'
9829,'Sebastian Cobb',M,18/08/1985,34,30/01/2014,77,191358.75,151087.5,40271.25,21.04,'Business Systems Analyst.Senior.','LUNA/OPEN Engineering'
10125,'Travis Sanders',M,13/01/1987,33,03/08/2015,59,153541.25,120836.25,32705,21.3,'Software Engineer II..','Corporate Systems'
18696,'Erick Jackson',M,03/03/1987,33,27/07/2017,35,229831.25,174336.25,55495,24.15,'Technical Account Manager II..','Acquisitions - ECG IAE Pre-Sales'
20148,'Darla Munoz',F,17/06/1990,30,03/05/2018,26,87122,77333,9789,11.24,'Order Analyst..','Finance - Customer Revenue Operations GA'
15788,'Wendy Moran',F,18/05/1991,29,18/04/2016,50,131185,86820,44365,33.82,'Solutions Architect II..','Service Delivery APJ'
22429,'Nona Spears',F,28/07/1992,27,05/09/2019,10,81817,78117,3700,4.52,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
19905,'Loren Shea',M,22/07/1988,31,22/02/2018,28,261978.75,164642.5,97336.25,37.15,'Software Development Engineer in Test.Senior II.','Dynamic Media SQA'
8792,'Elwood Wheeler',M,23/01/1992,28,01/07/2013,84,164872.5,146033.75,18838.75,11.43,'Partner Enablement Manager.Senior.','Platform Operations'
8180,'Rickey Marquez',M,28/01/1981,39,25/02/2013,88,261070,114336.25,146733.75,56.2,'Deal Desk Analyst.Senior Lead.','Finance - Customer Revenue Operations SM'
16167,'Arlen Fox',M,14/06/1985,35,09/06/2016,49,194017.5,125125,68892.5,35.51,'Solutions Architect II..','GSS EPIC CIAM'
9828,'Lynette Montoya',F,22/06/1986,34,30/01/2014,77,129348,96214,33134,25.62,'Logistics Analyst.Lead.','Networks - APJ Infrastructure'
15306,'Sammie Porter',M,15/05/1983,37,09/11/2015,56,413207.5,231655,181552.5,43.94,'Software Engineer.Principal Lead.','Media Analytics'
8113,'Zackary Mcpherson',M,27/09/1973,46,11/02/2013,89,570200,281455,288745,50.64,'Director..Account Management','APJ - AMG'
7445,'Rupert Wolf',M,04/12/1987,32,09/08/2012,95,235985,155577.5,80407.5,34.07,'Software Engineer.Senior.','Media Portal'
17769,'Phoebe Vang',F,18/08/1978,41,10/04/2017,39,221908,168868,53040,23.9,Manager..Training,'Engineering Learning'
21493,'Sergio Wilcox',M,25/06/1986,34,11/02/2019,17,354108.75,214380,139728.75,39.46,'Software Engineer.Senior II.','Enterprise Networks'
21565,'Imelda Mathis',F,23/07/1973,46,11/03/2019,16,298103,212951,85152,28.56,'Manager.Senior.Learning Solutions','Learning  Development'
14300,'Summer Nielsen',F,15/08/1982,37,25/05/2015,61,189612,72857,116755,61.58,'Human Resources Business Partner II..','International - Business Partners'
16074,'Vern Cruz',M,11/12/1988,31,23/05/2016,49,125720,100708.75,25011.25,19.89,'Software Development Engineer in Test II..','Media Experience SQA'
20525,'Benito Mckinney',M,08/09/1989,30,12/07/2018,24,307550,183788.75,123761.25,40.24,'Software Engineer.Senior.','Enterprise Access Engineering'
12371,'Hayden Ballard',M,28/03/1986,34,16/04/2015,62,297175,173802.5,123372.5,41.52,'Software Engineer.Senior II Lead.','Corporate Systems'
9293,'Hubert Banks',M,07/08/1980,39,28/10/2013,80,436105,319140,116965,26.82,'Manager.Senior.Digital Properties','Marketing - Website Management'
18469,'Clyde Heath',M,02/03/1989,31,29/06/2017,36,229288.75,179981.25,49307.5,21.5,'Software Engineer.Senior.','LUNA/OPEN Engineering'
8635,'Damian Bolton',M,19/02/1986,34,27/05/2013,85,296997.5,178593.75,118403.75,39.87,'Software Engineer.Senior II Lead.','Enterprise Applications'
19661,'Claire Hayes',F,09/05/1989,31,21/12/2017,30,15294,12264,3030,19.81,'Software Engineer.Senior.','Media Services Engineering'
6406,'Denis Whitney',M,21/07/1982,37,05/09/2011,106,114796.25,102080,12716.25,11.08,'Revenue Accountant..','Finance - Accounting'
3357,'Christopher Mccullough',M,24/06/1982,38,16/10/2006,164,350332.5,81480,268852.5,76.74,'Manager..Platform Operations','Platform Operations'
15490,'Wade Phelps',M,17/03/1985,35,04/01/2016,54,475900,258981.25,216918.75,45.58,Manager..Engineering,'Media Ghost'
5433,'Gino Orr',M,21/06/1977,43,31/05/2010,121,616192.5,386747.5,229445,37.24,'Director..Customer Financial Operations','Finance - Customer Revenue Operations GA'
15977,'Carmine Evans',M,01/01/1988,32,01/10/2017,33,286582.5,217505,69077.5,24.1,'Technical Project Manager.Senior.','Mobile Product'
15329,'Mose Estes',M,20/10/1983,36,16/11/2015,55,304756.25,220713.75,84042.5,27.58,'Relationship Manager.Senior.','Media AMER Sales ECG'
11934,'Nathaniel Ellis',M,24/04/1987,33,29/01/2015,65,357622.5,207177.5,150445,42.07,'Software Engineer.Senior II Lead.','Media Portal'
18915,'Elinor Salazar',F,08/10/1984,35,18/02/2019,16,360603,252664,107939,29.93,'Manager..Program Management Technical','PlatEng Management'
6991,'Ollie Owen',F,04/05/1983,37,12/04/2012,99,120674,106363,14311,11.86,'Client Service Manager.Senior.','EMEA - AMG'
5835,'Derrick Navarro',M,09/12/1978,41,02/03/2015,64,528652.5,284242.5,244410,46.23,'Practice Manager.Senior.','APJ Security Services - SOCC'
6048,'Orlando Wallace',M,17/03/1980,40,07/03/2011,112,203722.5,161620,42102.5,20.67,'Manager..Contract Management','Finance - Customer Revenue Operations GA'
15298,'Valentine Kramer',M,25/08/1985,34,09/11/2015,56,277975,210877.5,67097.5,24.14,'Systems Support Engineer.Senior II.','IT DevOps'
14630,'Cameron Durham',M,28/02/1984,36,13/07/2015,60,217450,140122.5,77327.5,35.56,'Business Operations Analyst.Senior.','Media Division Sales Ops'
14924,'Kay Peterson',F,02/12/1986,33,10/09/2015,58,160893,108051,52842,32.84,'Product Operations Analyst.Senior.','IT Product Management  Ops'
3796,'Ricky Keith',M,20/01/1985,35,02/05/2007,158,393496.25,232026.25,161470,41.03,'Practice Manager..','GSS Service Delivery Mgmt'
17417,'Chris Baird',M,25/01/1979,41,02/03/2017,40,261577.5,194900,66677.5,25.49,'Recruiter.Senior Lead.','Talent Acquisition'
7856,'Lydia Byrd',F,24/10/1984,35,22/11/2012,91,159805,126020,33785,21.14,'Lead..Account Management','Americas- AMG'
17663,'Casandra Tapia',F,03/06/1971,49,23/03/2017,39,181728,141377,40351,22.2,'Documentation and Training Specialist.Senior.','Engineering Learning'
17429,'Louisa Mosley',F,06/07/1984,36,06/03/2017,40,263207,191013,72194,27.43,'Solutions Architect.Senior Lead.','Service Delivery EMEA'
18105,'Lawanda Shelton',F,03/08/1980,39,18/05/2017,37,101757,73246,28511,28.02,'Client Service Manager..','APJ - AMG'
10707,'Devin Hernandez',M,30/12/1987,32,03/07/2014,72,144492.5,100642.5,43850,30.35,'Order Analyst.Senior.','Finance - Customer Revenue Operations GA'
2830,'Micheal Wall',M,21/10/1975,44,01/09/2004,190,362758.75,174487.5,188271.25,51.9,'Performance Engineer.Senior II.',Technology
18885,'Eugenio Stark',M,22/07/1991,28,28/08/2017,34,158170,130013.75,28156.25,17.8,'Solutions Architect II..','Service Delivery APJ'
6596,'Dorthy White',F,20/02/1989,31,05/12/2011,103,190359,150516,39843,20.93,'Network Infrastructure Engineer.Senior Lead.','Networks - EMEA Infrastructure'
15303,'Hilario Sharp',M,06/08/1984,35,09/11/2015,56,291255,188142.5,103112.5,35.4,'Technical Project Manager.Senior.','Core East - PS'
7863,'Elton Morse',M,31/12/1982,37,03/12/2012,91,214131.25,163172.5,50958.75,23.8,'Business Operations Analyst.Senior.','Media Division Sales Ops'
19061,'Danial Daugherty',M,10/04/1989,31,25/09/2017,33,96891.25,92278.75,4612.5,4.76,'Accounts Receivable Specialist.Senior.','Finance - Customer Revenue Operations GA'
17873,'Deshawn Donaldson',M,26/02/1984,36,24/04/2017,38,330468.75,192241.25,138227.5,41.83,'Software Engineer.Senior II Lead.','Media Portal'
15008,'Mickey Farley',M,26/07/1987,32,21/09/2015,57,255880,190203.75,65676.25,25.67,'Software Engineer.Senior II.','Enterprise Applications'
8911,'Israel Wyatt',M,22/11/1989,30,18/07/2013,83,193912.5,156681.25,37231.25,19.2,'Hardware Performance Engineer II..','Networks - Technology'
8999,'Junior Simmons',M,03/11/1983,36,05/08/2013,83,202601.25,138438.75,64162.5,31.67,'Business Operations Analyst.Senior Lead.','Web Division Sales Ops'
11441,'Parker Barajas',M,28/03/1964,56,10/11/2014,68,768675,381035,387640,50.43,'Director..Program Management Technical','Enterprise Applications'
8744,'Lou Mills',M,07/11/1986,33,24/06/2013,84,137270,122575,14695,10.71,'Product Operations Analyst II..','IT Product Management  Ops'
19957,'Jim Berry',M,25/06/1988,32,12/03/2018,28,94996.25,85596.25,9400,9.9,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
10249,'Domenic Cox',M,01/03/1988,32,24/04/2014,74,115432.5,99537.5,15895,13.77,'Help Desk Specialist..','Enterprise Infrastructure Services'
18754,'Xavier Bates',M,13/08/1982,37,19/02/2018,28,274892.5,160541.25,114351.25,41.6,'Business Systems Analyst.Senior II.','Corporate Systems'
8197,'Bernie Cisneros',M,01/10/1983,36,04/03/2013,88,138451.25,110806.25,27645,19.97,'Payroll Analyst.Senior.','Finance - Accounting'
19748,'Dane Pena',M,17/02/1989,31,05/09/2019,10,130166.25,117708.75,12457.5,9.57,'Talent Sourcing and Research Specialist II..','Talent Acquisition'
8941,'Conrad Riddle',M,11/11/1985,34,25/07/2013,83,170717.5,92140,78577.5,46.03,'Contract/Billing Analyst.Senior.','Finance - Customer Revenue Operations GA'
17732,'Rhett Marshall',M,14/04/1981,39,03/04/2017,39,608728.75,336635,272093.75,44.7,'Director..Technical Support','AmaTec - Mgmt'
18472,'Elvia Ewing',F,11/11/1990,29,29/06/2017,36,113284,79379,33905,29.93,'Services Analyst II..','Service Delivery Excellence'
14862,'Leigh Waller',F,29/09/1990,29,24/08/2015,58,229033,167832,61201,26.72,'Software Engineer.Senior II.','Enterprise Applications'
7447,'Floyd Escobar',M,08/11/1986,33,09/08/2012,95,208587.5,125228.75,83358.75,39.96,'Platform Operations Engineer.Senior Lead.','Platform Operations'
18273,'Harrison Mckenzie',M,07/02/1985,35,05/06/2017,37,268225,210393.75,57831.25,21.56,'Software Development Engineer in Test.Senior II.','Developer Productivity'
15716,'Jordon Hunt',M,14/12/1987,32,28/03/2016,51,197825,160362.5,37462.5,18.94,'Solutions Architect II..','Service Delivery EMEA'
21686,'Ivory Price',M,05/09/1983,36,11/04/2019,15,327438.75,217596.25,109842.5,33.55,'Q/A Engineer.Senior II Lead.','IT DevOps'
16208,'Sean Moody',M,17/07/1987,32,16/06/2016,48,333832.5,189825,144007.5,43.14,'Software Engineer.Senior II Lead.','Media Portal'
9373,'Rod Andrews',M,16/08/1989,30,21/11/2013,79,234075,178750,55325,23.64,'Technical Project Manager II..','APJ PS - SA/IN'
7642,'Adalberto Lloyd',M,16/06/1985,35,01/10/2012,93,148947.5,109965,38982.5,26.17,'Order Analyst.Senior Lead.','Finance - Customer Revenue Operations GA'
20769,'Bethany Arellano',F,10/11/1990,29,30/08/2018,22,83591,56658,26933,32.22,'Billing Specialist..','Finance - Customer Revenue Operations GA'
11023,'Annmarie Ruiz',F,24/06/1985,35,25/08/2014,70,119909,72111,47798,39.86,'Contract/Billing Analyst.Senior.','Finance - Customer Revenue Operations GA'
10897,'Richard Allen',M,01/03/1985,35,07/08/2014,71,230750,188786.25,41963.75,18.19,'Q/A Engineer.Senior II.','IT DevOps'
9205,'Emory Whitney',M,27/12/1992,27,03/10/2013,81,129183.75,112018.75,17165,13.29,'Client Service Manager.Senior.','Americas- AMG'
12056,'Nicky Day',M,02/12/1989,30,02/03/2015,64,112618.75,87322.5,25296.25,22.46,'Business Operations Analyst II..','IT Business Process Improvement  Change Mgmt'
19703,'Olin Farmer',M,04/05/1988,32,04/01/2018,30,236387.5,170881.25,65506.25,27.71,'Web Developer.Senior.','Marketing - Technical Marketing'
7857,'Daron Andersen',M,06/02/1981,39,22/11/2012,91,249793.75,188960,60833.75,24.35,'Marketing Program Manager..','Campaign Planning'
11836,'Odell Blackburn',M,09/11/1987,32,12/01/2015,66,282856.25,167028.75,115827.5,40.95,'Software Engineer.Senior II.','Media Services Engineering'
5993,'Terry Richard',M,08/09/1983,36,07/02/2011,113,179108.75,122316.25,56792.5,31.71,'Hardware Performance Engineer II..','Networks - Technology'
4772,'Genaro Moon',M,23/03/1983,37,27/04/2009,134,268566.25,139618.75,128947.5,48.01,'Performance Engineer.Senior II Lead.','Product - Custom'
14036,'Karl Oconnor',M,05/06/1989,31,04/05/2015,62,199866.25,153603.75,46262.5,23.15,'Network Delivery Architect II..','Networks - Planning'
5521,'Steven Velasquez',M,15/01/1979,41,28/06/2010,120,372015,223617.5,148397.5,39.89,'Manager..Online Properties','Marketing - Technical Marketing'
5543,'Gina Prince',F,18/05/1983,37,06/07/2010,120,120608,104611,15997,13.26,'Logistics Analyst.Lead.','Networks - EMEA Infrastructure'
20605,'Cristopher Hardy',M,01/09/1992,27,26/07/2018,23,137412.5,106971.25,30441.25,22.15,'Q/A Engineer II..','IT DevOps'
4512,'Wilber Travis',M,07/02/1985,35,29/09/2008,141,294678.75,193415,101263.75,34.36,'Network Engineer.Senior Lead.','Networks - Technology'
18898,'Darren Marsh',M,24/03/1990,30,31/08/2017,34,244368.75,161730,82638.75,33.82,'Software Engineer.Senior.','Media Services Engineering'
4380,'Alyson Cook',F,06/08/1982,37,27/06/2008,144,130158,112635,17523,13.46,'Accounts Receivable Specialist.Senior.','Finance - Customer Revenue Operations GA'
18367,'Jamaal Valenzuela',M,04/01/1991,29,19/06/2017,36,199885,92077.5,107807.5,53.93,'Software Engineer.Senior.','Enterprise Applications'
19063,'Leah Haynes',F,29/03/1984,36,25/09/2017,33,96081,82680,13401,13.95,'Client Service Manager..','APJ - AMG'
4900,'Billy Jefferson',M,19/11/1982,37,13/07/2009,132,282176.25,167043.75,115132.5,40.8,'Customer Incident Manager II..','AmaTec - Incident Mgmt'
16252,'Lenard Owen',M,27/10/1990,29,20/06/2016,48,125421.25,90501.25,34920,27.84,'Client Service Manager.Senior.','APJ - AMG'
3361,'Cedric Archer',M,18/09/1975,44,17/10/2006,164,500465,345177.5,155287.5,31.03,'Manager.Senior.Network Service Management','Networks - APJ Infrastructure'
17001,'Carlo Robinson',M,21/04/1986,34,05/12/2016,43,151280,113671.25,37608.75,24.86,'Security Analyst.Senior.','Enterprise Architecture and Security'
17636,'Saundra Hester',F,09/03/1992,28,20/03/2017,39,103601,89627,13974,13.49,'Q/A Engineer II..','IT DevOps'
17637,'Rogelio Wheeler',M,10/12/1987,32,20/03/2017,39,338566.25,195486.25,143080,42.26,'Software Engineer.Senior II.','Platform Mapping Engineering'
4028,'Dewayne Copeland',M,23/04/1983,37,02/01/2008,150,282086.25,210716.25,71370,25.3,'Incident Manager..','Platform Operations'
18813,'Russell Hughes',M,19/03/1989,31,17/08/2017,34,121868.75,76221.25,45647.5,37.46,'Software Development Engineer in Test.Senior.','IT DevOps'
14768,'Derek Osborne',M,03/09/1987,32,03/08/2015,59,86568.75,61300,25268.75,29.19,'Help Desk Administrator..','Enterprise Infrastructure Services'
19538,'Jaclyn Woodard',F,08/12/1990,29,20/11/2017,31,168744,101429,67315,39.89,'Release Engineer.Senior.','Enterprise Networks'
7684,'Willard Cochran',M,28/11/1981,38,11/10/2012,93,207885,152655,55230,26.57,'Technical Project Manager II..','APJ Security Services'
8715,'Neva Pace',F,25/02/1970,50,13/06/2013,85,240530,141297,99233,41.26,'Human Resources Business Partner II..','International - Business Partners'
6677,'Christopher Adams',M,26/07/1990,29,11/06/2012,97,309985,194517.5,115467.5,37.25,'Software Engineer.Senior II Lead.','Enterprise Applications'
14629,'Armand Davis',M,04/03/1979,41,13/07/2015,60,156212.5,126126.25,30086.25,19.26,'Client Service Manager.Senior.','Americas- AMG'
